#,ADR_USD,hotel_id,city_id,star_rating,accommadation_type_name,chain_hotel,booking_date,checkin_date,checkout_date
"9,126",  140.13 ,"373,272","9,395",4.5,Hotel,chain,26/10/2016,14/11/2016,17/11/2016
"9,127",  137.22 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,7/11/2016,8/11/2016
"9,128",  90.24 ,"298,322","9,395",3,Hotel,non-chain,27/10/2016,14/11/2016,15/11/2016
"9,129",  210.30 ,"1,853,178","9,395",4,Hotel,non-chain,27/10/2016,5/12/2016,7/12/2016
"9,130",  109.98 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,27/10/2016,29/10/2016
"9,131",  83.47 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,30/10/2016,2/11/2016
"9,132",  78.94 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,10/11/2016,11/11/2016
"9,133",  119.76 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,27/10/2016,29/10/2016
"9,134",  48.44 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,28/10/2016,31/10/2016
"9,135",  59.72 ,"495,204","9,395",3,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,136",  78.72 ,"461,084","9,395",3,Hotel,non-chain,27/10/2016,26/12/2016,28/12/2016
"9,137",  60.88 ,"475,438","9,395",3,Hotel,non-chain,27/10/2016,11/11/2016,13/11/2016
"9,138",  48.38 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,28/10/2016,30/10/2016
"9,139",  155.78 ,"96,982","9,395",4,Hotel,chain,27/10/2016,2/11/2016,4/11/2016
"9,140",  78.72 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,16/11/2016,17/11/2016
"9,141",  43.64 ,"2,591,588","9,395",2,Guest House / Bed & Breakfast,non-chain,27/10/2016,22/11/2016,24/11/2016
"9,142",  48.00 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,31/10/2016,3/11/2016
"9,143",  42.17 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,17/11/2016,20/11/2016
"9,144",  87.78 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,29/11/2016,30/11/2016
"9,145",  61.83 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,3/11/2016,5/11/2016
"9,146",  73.28 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,147",  134.59 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,7/11/2016,9/11/2016
"9,148",  52.38 ,"822,006","9,395",3,Serviced Apartment,non-chain,27/10/2016,6/11/2016,7/11/2016
"9,149",  38.00 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,150",  125.42 ,"21,310","9,395",4,Hotel,chain,27/10/2016,28/11/2016,29/11/2016
"9,151",  49.34 ,"2,391,342","9,395",2,Hostel,non-chain,27/10/2016,13/12/2016,16/12/2016
"9,152",  77.14 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,19/11/2016,21/11/2016
"9,153",  196.40 ,"197,980","9,395",5,Hotel,chain,27/10/2016,19/12/2016,22/12/2016
"9,154",  222.60 ,"1,853,178","9,395",4,Hotel,non-chain,27/10/2016,25/11/2016,27/11/2016
"9,155",  41.38 ,"1,242,114","9,395",2,Hotel,non-chain,27/10/2016,30/10/2016,1/11/2016
"9,156",  510.85 ,"525,626","9,395",5,Hotel,chain,27/10/2016,16/11/2016,19/11/2016
"9,157",  101.82 ,"782,884","9,395",3,Hotel,chain,27/10/2016,4/11/2016,5/11/2016
"9,158",  38.94 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,14/11/2016,15/11/2016
"9,159",  39.34 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,27/10/2016,29/10/2016
"9,160",  46.00 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,7/11/2016,9/11/2016
"9,161",  54.28 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,162",  55.72 ,"216,914","9,395",3,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,163",  67.38 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,27/11/2016,28/11/2016
"9,164",  41.30 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,165",  39.34 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,2/12/2016,3/12/2016
"9,166",  53.40 ,"819,180","9,395",2.5,Hotel,chain,27/10/2016,9/11/2016,10/11/2016
"9,167",  56.00 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,1/11/2016,2/11/2016
"9,168",  121.57 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,8/11/2016,10/11/2016
"9,169",  110.00 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,27/10/2016,15/11/2016,17/11/2016
"9,170",  124.08 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,27/10/2016,29/10/2016
"9,171",  54.40 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,9/12/2016,10/12/2016
"9,172",  78.72 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,14/12/2016,16/12/2016
"9,173",  162.40 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,29/10/2016,31/10/2016
"9,174",  113.08 ,"298,322","9,395",3,Hotel,non-chain,27/10/2016,4/11/2016,5/11/2016
"9,175",  134.50 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,27/10/2016,9/11/2016,10/11/2016
"9,176",  27.34 ,"1,737,924","9,395",2,Hostel,non-chain,27/10/2016,2/11/2016,5/11/2016
"9,177",  73.42 ,"782,884","9,395",3,Hotel,chain,27/10/2016,30/10/2016,31/10/2016
"9,178",  84.84 ,"297,356","9,395",3,Hotel,non-chain,27/10/2016,22/12/2016,24/12/2016
"9,179",  62.22 ,"2,154,138","9,395",2.5,Hostel,non-chain,27/10/2016,4/11/2016,6/11/2016
"9,180",  98.98 ,"297,356","9,395",3,Hotel,non-chain,27/10/2016,22/12/2016,24/12/2016
"9,181",  48.64 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,182",  142.50 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,14/11/2016,16/11/2016
"9,183",  139.22 ,"21,294","9,395",4,Hotel,chain,27/10/2016,29/10/2016,30/10/2016
"9,184",  50.20 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,27/10/2016,24/12/2016,26/12/2016
"9,185",  61.94 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,28/11/2016,29/11/2016
"9,186",  56.80 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,28/11/2016,29/11/2016
"9,187",  103.58 ,"782,884","9,395",3,Hotel,chain,27/10/2016,4/11/2016,5/11/2016
"9,188",  61.94 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,3/12/2016,4/12/2016
"9,189",  134.64 ,"1,861,318","9,395",5,Hotel,non-chain,27/10/2016,28/10/2016,30/10/2016
"9,190",  98.74 ,"590,372","9,395",4,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,191",  37.92 ,"801,524","9,395",2,Guest House / Bed & Breakfast,non-chain,27/10/2016,9/12/2016,11/12/2016
"9,192",  56.80 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,3/12/2016,4/12/2016
"9,193",  37.92 ,"801,524","9,395",2,Guest House / Bed & Breakfast,non-chain,27/10/2016,9/12/2016,11/12/2016
"9,194",  65.60 ,"198,004","9,395",3,Hotel,non-chain,27/10/2016,12/11/2016,15/11/2016
"9,195",  255.36 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,22/11/2016,23/11/2016
"9,196",  65.72 ,"588,768","9,395",3,Hotel,non-chain,27/10/2016,29/10/2016,31/10/2016
"9,197",  117.70 ,"461,164","9,395",4,Hotel,chain,27/10/2016,1/12/2016,3/12/2016
"9,198",  58.12 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,12/11/2016,13/11/2016
"9,199",  141.68 ,"298,446","9,395",4,Hotel,non-chain,27/10/2016,26/11/2016,27/11/2016
"9,200",  145.18 ,"141,282","9,395",5,Hotel,chain,27/10/2016,27/10/2016,28/10/2016
"9,201",  119.98 ,"1,861,318","9,395",5,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,202",  150.46 ,"180,166","9,395",4,Hotel,chain,27/10/2016,27/10/2016,29/10/2016
"9,203",  241.10 ,"197,980","9,395",5,Hotel,chain,27/10/2016,29/10/2016,31/10/2016
"9,204",  180.70 ,"1,861,318","9,395",5,Hotel,non-chain,27/10/2016,16/11/2016,18/11/2016
"9,205",  61.72 ,"1,815,100","9,395",2,Hostel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,206",  115.12 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,207",  278.24 ,"2,313,076","9,395",5,Hotel,chain,27/10/2016,27/10/2016,29/10/2016
"9,208",  114.74 ,"298,446","9,395",4,Hotel,non-chain,27/10/2016,28/11/2016,29/11/2016
"9,209",  85.72 ,"297,356","9,395",3,Hotel,non-chain,27/10/2016,6/11/2016,7/11/2016
"9,210",  215.04 ,"180,052","9,395",5,Hotel,chain,27/10/2016,24/11/2016,26/11/2016
"9,211",  159.92 ,"1,861,318","9,395",5,Hotel,non-chain,27/10/2016,9/12/2016,12/12/2016
"9,212",  60.22 ,"588,768","9,395",3,Hotel,non-chain,27/10/2016,31/10/2016,2/11/2016
"9,213",  60.72 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,27/10/2016,29/10/2016
"9,214",  47.22 ,"596,878","9,395",3.5,Hotel,chain,27/10/2016,27/10/2016,30/10/2016
"9,215",  223.48 ,"475,584","9,395",5,Hotel,chain,27/10/2016,27/10/2016,30/10/2016
"9,216",  355.22 ,"2,313,076","9,395",5,Hotel,chain,27/10/2016,17/11/2016,20/11/2016
"9,217",  117.70 ,"461,164","9,395",4,Hotel,chain,27/10/2016,2/12/2016,3/12/2016
"9,218",  375.77 ,"2,313,076","9,395",5,Hotel,chain,27/10/2016,18/11/2016,20/11/2016
"9,219",  102.97 ,"21,418","9,395",4,Hotel,chain,27/10/2016,28/10/2016,30/10/2016
"9,220",  49.38 ,"21,378","9,395",4,Hotel,non-chain,27/10/2016,30/10/2016,31/10/2016
"9,221",  156.40 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,14/12/2016,16/12/2016
"9,222",  172.06 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,26/12/2016,29/12/2016
"9,223",  39.32 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,1/11/2016,2/11/2016
"9,224",  53.42 ,"495,204","9,395",3,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,225",  48.86 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,226",  101.70 ,"2,278,874","9,395",4,Hotel,chain,27/10/2016,27/10/2016,28/10/2016
"9,227",  247.02 ,"525,626","9,395",5,Hotel,chain,27/10/2016,30/10/2016,1/11/2016
"9,228",  96.10 ,"179,404","9,395",3.5,Hotel,chain,27/10/2016,29/10/2016,30/10/2016
"9,229",  150.60 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,14/12/2016,16/12/2016
"9,230",  37.00 ,"323,518","9,395",3,Hotel,non-chain,27/10/2016,28/10/2016,31/10/2016
"9,231",  40.14 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,30/10/2016,31/10/2016
"9,232",  82.28 ,"577,502","9,395",3.5,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,233",  127.28 ,"21,418","9,395",4,Hotel,chain,27/10/2016,23/11/2016,26/11/2016
"9,234",  68.78 ,"601,910","9,395",3.5,Hotel,non-chain,27/10/2016,18/11/2016,19/11/2016
"9,235",  62.64 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,20/11/2016,22/11/2016
"9,236",  166.00 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,2/11/2016,4/11/2016
"9,237",  23.94 ,"1,130,156","9,395",2.5,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,238",  91.42 ,"577,502","9,395",3.5,Hotel,non-chain,27/10/2016,10/11/2016,11/11/2016
"9,239",  83.72 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,20/11/2016,23/11/2016
"9,240",  184.04 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,20/12/2016,22/12/2016
"9,241",  170.90 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,2/11/2016,4/11/2016
"9,242",  45.31 ,"596,878","9,395",3.5,Hotel,chain,27/10/2016,17/11/2016,20/11/2016
"9,243",  48.86 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,244",  36.20 ,"323,518","9,395",3,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,245",  109.10 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,9/11/2016,10/11/2016
"9,246",  91.42 ,"21,310","9,395",4,Hotel,chain,27/10/2016,28/10/2016,29/10/2016
"9,247",  115.20 ,"1,089,556","9,395",2.5,Hotel,non-chain,27/10/2016,17/12/2016,20/12/2016
"9,248",  56.58 ,"924,698","9,395",3,Hotel,non-chain,27/10/2016,3/11/2016,4/11/2016
"9,249",  77.00 ,"782,884","9,395",3,Hotel,chain,27/10/2016,13/11/2016,15/11/2016
"9,250",  59.56 ,"508,000","9,395",3.5,Hotel,non-chain,27/10/2016,28/10/2016,30/10/2016
"9,251",  82.22 ,"588,768","9,395",3,Hotel,non-chain,27/10/2016,21/12/2016,23/12/2016
"9,252",  125.72 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,253",  160.54 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,27/10/2016,1/11/2016,4/11/2016
"9,254",  125.72 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,255",  92.58 ,"542,024","9,395",4,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,256",  73.38 ,"1,089,556","9,395",2.5,Hotel,non-chain,27/10/2016,2/11/2016,3/11/2016
"9,257",  86.86 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,18/11/2016,21/11/2016
"9,258",  49.38 ,"569,328","9,395",3.5,Hotel,non-chain,27/10/2016,7/12/2016,8/12/2016
"9,259",  88.68 ,"577,502","9,395",3.5,Hotel,non-chain,27/10/2016,5/11/2016,6/11/2016
"9,260",  86.86 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,20/11/2016,21/11/2016
"9,261",  76.32 ,"348,814","9,395",3.5,Hotel,non-chain,27/10/2016,27/10/2016,29/10/2016
"9,262",  100.22 ,"542,024","9,395",4,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,263",  86.86 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,20/11/2016,21/11/2016
"9,264",  46.22 ,"475,894","9,395",3,Serviced Apartment,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,265",  48.90 ,"569,328","9,395",3.5,Hotel,non-chain,27/10/2016,19/11/2016,20/11/2016
"9,266",  170.72 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,2/12/2016,4/12/2016
"9,267",  61.72 ,"323,576","9,395",4,Hotel,chain,27/10/2016,27/10/2016,30/10/2016
"9,268",  62.32 ,"474,060","9,395",3,Hotel,chain,27/10/2016,3/11/2016,5/11/2016
"9,269",  54.28 ,"2,391,342","9,395",2,Hostel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,270",  139.54 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,30/10/2016,31/10/2016
"9,271",  73.28 ,"461,084","9,395",3,Hotel,non-chain,27/10/2016,6/11/2016,8/11/2016
"9,272",  81.42 ,"297,356","9,395",3,Hotel,non-chain,27/10/2016,24/11/2016,27/11/2016
"9,273",  54.60 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,22/11/2016,23/11/2016
"9,274",  58.58 ,"198,004","9,395",3,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,275",  171.40 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,276",  288.22 ,"608,654","9,395",4.5,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,277",  82.86 ,"297,356","9,395",3,Hotel,non-chain,27/10/2016,30/11/2016,1/12/2016
"9,278",  57.24 ,"1,930,960","9,395",3,Hotel,non-chain,27/10/2016,9/11/2016,11/11/2016
"9,279",  82.28 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,14/12/2016,15/12/2016
"9,280",  209.33 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,19/11/2016,21/11/2016
"9,281",  82.28 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,14/12/2016,15/12/2016
"9,282",  139.98 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,20/11/2016,22/11/2016
"9,283",  82.28 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,14/12/2016,15/12/2016
"9,284",  82.28 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,14/12/2016,15/12/2016
"9,285",  46.00 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,30/11/2016,1/12/2016
"9,286",  43.72 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,27/11/2016,28/11/2016
"9,287",  50.26 ,"596,878","9,395",3.5,Hotel,chain,27/10/2016,28/10/2016,29/10/2016
"9,288",  125.71 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,28/10/2016,30/10/2016
"9,289",  177.24 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,290",  111.42 ,"152,820","9,395",4,Hotel,non-chain,27/10/2016,30/10/2016,31/10/2016
"9,291",  156.10 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,29/11/2016,1/12/2016
"9,292",  280.12 ,"525,626","9,395",5,Hotel,chain,27/10/2016,12/11/2016,14/11/2016
"9,293",  65.82 ,"534,374","9,395",2,Guest House / Bed & Breakfast,non-chain,27/10/2016,3/11/2016,6/11/2016
"9,294",  123.60 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,4/11/2016,7/11/2016
"9,295",  38.94 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,296",  119.94 ,"179,404","9,395",3.5,Hotel,chain,27/10/2016,29/10/2016,30/10/2016
"9,297",  111.13 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,27/10/2016,28/10/2016,31/10/2016
"9,298",  76.29 ,"542,024","9,395",4,Hotel,non-chain,27/10/2016,12/11/2016,15/11/2016
"9,299",  40.38 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,8/11/2016,9/11/2016
"9,300",  65.72 ,"588,768","9,395",3,Hotel,non-chain,27/10/2016,18/11/2016,20/11/2016
"9,301",  72.00 ,"542,024","9,395",4,Hotel,non-chain,27/10/2016,9/11/2016,10/11/2016
"9,302",  80.44 ,"581,660","9,395",3,Hotel,non-chain,27/10/2016,18/11/2016,19/11/2016
"9,303",  137.82 ,"257,678","9,395",4,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,304",  62.88 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,17/11/2016,20/11/2016
"9,305",  177.26 ,"96,982","9,395",4,Hotel,chain,27/10/2016,22/11/2016,23/11/2016
"9,306",  38.06 ,"104,332","9,395",2,Hotel,chain,27/10/2016,18/11/2016,20/11/2016
"9,307",  157.14 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,14/11/2016,17/11/2016
"9,308",  124.44 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,309",  122.98 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,25/12/2016,28/12/2016
"9,310",  113.12 ,"1,089,556","9,395",2.5,Hotel,non-chain,27/10/2016,25/12/2016,28/12/2016
"9,311",  102.97 ,"21,418","9,395",4,Hotel,chain,27/10/2016,28/10/2016,30/10/2016
"9,312",  65.00 ,"581,660","9,395",3,Hotel,non-chain,27/10/2016,13/11/2016,15/11/2016
"9,313",  60.80 ,"474,060","9,395",3,Hotel,chain,27/10/2016,2/11/2016,3/11/2016
"9,314",  118.28 ,"298,322","9,395",3,Hotel,non-chain,27/10/2016,28/11/2016,29/11/2016
"9,315",  295.00 ,"1,853,178","9,395",4,Hotel,non-chain,27/10/2016,20/12/2016,22/12/2016
"9,316",  160.24 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,317",  41.72 ,"2,154,856","9,395",2,Guest House / Bed & Breakfast,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,318",  125.72 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,27/10/2016,29/10/2016
"9,319",  154.79 ,"141,282","9,395",5,Hotel,chain,27/10/2016,5/11/2016,7/11/2016
"9,320",  56.26 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,7/11/2016,8/11/2016
"9,321",  38.94 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,322",  39.50 ,"1,374,548","9,395",2,Guest House / Bed & Breakfast,non-chain,27/10/2016,17/11/2016,20/11/2016
"9,323",  27.16 ,"1,737,924","9,395",2,Hostel,non-chain,27/10/2016,2/11/2016,5/11/2016
"9,324",  78.68 ,"216,386","9,395",3,Hotel,chain,27/10/2016,29/10/2016,30/10/2016
"9,325",  30.34 ,"677,014","9,395",3,Hotel,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,326",  39.32 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,20/11/2016,21/11/2016
"9,327",  52.84 ,"782,894","9,395",2,Hotel,non-chain,27/10/2016,20/11/2016,23/11/2016
"9,328",  134.40 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,24/12/2016,25/12/2016
"9,329",  97.72 ,"297,388","9,395",2.5,Hotel,non-chain,27/10/2016,10/11/2016,11/11/2016
"9,330",  40.48 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,331",  134.40 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,24/12/2016,26/12/2016
"9,332",  31.98 ,"104,332","9,395",2,Hotel,chain,27/10/2016,16/12/2016,18/12/2016
"9,333",  120.84 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,14/11/2016,17/11/2016
"9,334",  121.10 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,11/12/2016,12/12/2016
"9,335",  180.07 ,"21,294","9,395",4,Hotel,chain,27/10/2016,5/11/2016,8/11/2016
"9,336",  106.90 ,"298,446","9,395",4,Hotel,non-chain,27/10/2016,21/11/2016,22/11/2016
"9,337",  123.46 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,23/12/2016,26/12/2016
"9,338",  159.78 ,"141,282","9,395",5,Hotel,chain,27/10/2016,3/11/2016,4/11/2016
"9,339",  66.38 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,26/11/2016,27/11/2016
"9,340",  139.82 ,"96,982","9,395",4,Hotel,chain,27/10/2016,20/12/2016,23/12/2016
"9,341",  160.34 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,30/10/2016,2/11/2016
"9,342",  57.08 ,"475,894","9,395",3,Serviced Apartment,non-chain,27/10/2016,27/10/2016,28/10/2016
"9,343",  50.46 ,"1,930,960","9,395",3,Hotel,non-chain,27/10/2016,1/11/2016,2/11/2016
"9,344",  230.66 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,11/11/2016,14/11/2016
"9,345",  119.56 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,5/11/2016,7/11/2016
"9,346",  166.10 ,"96,982","9,395",4,Hotel,chain,27/10/2016,5/11/2016,7/11/2016
"9,347",  54.86 ,"1,930,960","9,395",3,Hotel,non-chain,27/10/2016,8/11/2016,10/11/2016
"9,348",  38.92 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,13/11/2016,14/11/2016
"9,349",  45.31 ,"596,878","9,395",3.5,Hotel,chain,27/10/2016,17/11/2016,20/11/2016
"9,350",  54.28 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,351",  38.92 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,19/11/2016,20/11/2016
"9,352",  116.28 ,"1,861,318","9,395",5,Hotel,non-chain,27/10/2016,28/10/2016,30/10/2016
"9,353",  48.36 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/10/2016,28/10/2016,30/10/2016
"9,354",  66.00 ,"581,660","9,395",3,Hotel,non-chain,27/10/2016,2/11/2016,4/11/2016
"9,355",  82.22 ,"600,926","9,395",3,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,356",  110.58 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,26/12/2016,29/12/2016
"9,357",  25.26 ,"1,737,924","9,395",2,Hostel,non-chain,27/10/2016,15/12/2016,18/12/2016
"9,358",  229.86 ,"180,880","9,395",4,Hotel,non-chain,27/10/2016,24/11/2016,25/11/2016
"9,359",  96.54 ,"298,446","9,395",4,Hotel,non-chain,27/10/2016,22/12/2016,23/12/2016
"9,360",  79.26 ,"216,386","9,395",3,Hotel,chain,27/10/2016,28/10/2016,29/10/2016
"9,361",  91.40 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,7/12/2016,8/12/2016
"9,362",  119.98 ,"1,861,318","9,395",5,Hotel,non-chain,27/10/2016,29/10/2016,30/10/2016
"9,363",  119.55 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,7/11/2016,8/11/2016
"9,364",  127.26 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,28/10/2016,29/10/2016
"9,365",  279.32 ,"1,853,178","9,395",4,Hotel,non-chain,27/10/2016,26/12/2016,29/12/2016
"9,366",  280.12 ,"525,626","9,395",5,Hotel,chain,27/10/2016,10/11/2016,12/11/2016
"9,367",  124.58 ,"21,418","9,395",4,Hotel,chain,27/10/2016,24/12/2016,25/12/2016
"9,368",  71.28 ,"542,024","9,395",4,Hotel,non-chain,27/10/2016,9/11/2016,10/11/2016
"9,369",  140.00 ,"510,678","9,395",5,Hotel,non-chain,27/10/2016,5/11/2016,6/11/2016
"9,370",  81.28 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,8/12/2016,9/12/2016
"9,371",  118.46 ,"21,272","9,395",4,Hotel,non-chain,27/10/2016,17/12/2016,18/12/2016
"9,372",  90.15 ,"331,350","9,395",3,Hotel,non-chain,27/10/2016,2/12/2016,5/12/2016
"9,373",  45.26 ,"2,692,258","9,395",1,Hotel,non-chain,27/10/2016,25/12/2016,26/12/2016
"9,374",  39.32 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,5/11/2016,6/11/2016
"9,375",  117.30 ,"373,272","9,395",4.5,Hotel,chain,27/10/2016,30/10/2016,31/10/2016
"9,376",  43.26 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,11/11/2016,12/11/2016
"9,377",  49.10 ,"197,996","9,395",3.5,Hotel,non-chain,27/10/2016,12/11/2016,13/11/2016
